text,x,y
2205090010000402-1,-1.0550214,2.5730953
Unable to connect to PostgreSQL remote db,7.869024,1.8860364
2205090010000402,-1.2282486,2.5809584
Follow up of (00143088),5.1535263,3.4650526
Follow up 00143996,5.1484623,3.4825358
Unable to access AzureDatabricks workspace,8.792834,5.248322
Unable to access AzureDatabricks workspace,8.794212,5.2386346
 MOVE Dag is failing ,11.3937845,-1.4260789
Display visualizations not working with python notebooks,10.463634,1.813682
Need updates feature request #DB-I-5027,10.22726,2.1181266
 Issue with Databricks Auto Loader--2205040040007021 ,11.056973,2.5739572
OCR cluster taking too long to launch after initiating the cluster--2204220040005758 ,13.05342,0.86752236
 Multiple results being returned for same code--2204290040004791 ,3.2952726,3.7625837
Timeout Issues--2204220040007031 ,8.585684,1.2851981
OCR cluster taking too long to launch after initiaing the cluster--2204220040005758 ,13.060766,0.91411346
Job crashed with py4j.Py4JNetworkException error,10.437404,-0.28715202
 Issue when filtering for boolean column in DBR 10.4,8.141699,0.49412283
"ERROR processing query/statement. Error Code: 0, SQL state: Error running query: java.io.IOException: No space left on device",8.741624,2.102206
2777928729223047 - d4199cb9-58c6-44c0-901f-9824ed868a0c - 2205070040001063,3.0275671,3.9248176
Databricks job which previously succeeded now fails with 'duplicated PyPI package' error,10.810921,2.7059991
Photon out of Memory Issue on the XPOPD Monthly Dag,10.523071,0.6741197
Data Security,10.156391,2.701187
The VMs are not getting deallocated and costing to us,9.608435,2.4355261
ARR | S500 | 2205070050000069 | the rate limit increase request which is 100 nodes per minute,7.6006727,2.6194053
Job failure due to cluster error,13.234463,-0.6777595
Failed to find data source: com.microsoft.sqlserver.jdbc.spark,8.847607,-0.34810948
6772 - ARR - Morgan Stanley - stderr stdout are not accessible on the executors.,9.56329,1.6647658
Unable to connect from Databricks (dbw-smartfleet) to mongo instance running in int-hal-pe-prd subscription.,9.57711,2.3139873
2205 - g - ARR - GAP - External data access using ACLs,8.987277,2.46766
Prolonged execution time for PySpark SQL jobs in Azure databricks,8.196495,3.8436003
Cannot mount a storage account,17.870796,-7.458744
"Unable to run Synapse connector code, Job fails",7.9572897,2.0959778
databricks is holding this process for a long time without marking to success,12.150326,2.6996317
Trino Delta Connector,7.462324,1.7519308
ARR - AT&T - 2204280040000761 - Unknown instance type messages in the log,10.180575,1.6584997
ARR - AT&T - 2205030040006573 - Disk expansion with jobs,12.018757,-0.38312176
ARR - 2205030030001177,6.7303743,2.977111
Need help with SHOW CREATE TABLE in spark higher version,9.436863,0.40785918
Cluster startup errors,14.829944,1.1413972
I cannot make edits to instance pools,9.610202,1.6422981
SSH access for E2 secure clusters,9.409131,3.341163
ARR || NFCU || 220301004000853 || Cluster AAD connectivity down,8.612346,2.7159877
OIDC for E2 - Missing email claim,10.405744,4.4235687
Fail to install python library glpk ,9.172226,-0.70359623
table access,7.2972727,0.81077963
 org.apache.spark.sql.AnalysisException: Incompatible format detected.,9.409982,-0.060776323
Can't specify configuration to SSE-KMS on a per-bucket basis,9.02275,2.9190094
Long running time of pymc3 sampling,10.492656,1.3790741
Issues Serving Pyspark Recommendations Models,9.459565,1.9168411
Account-level Groups UI Issues,10.0047655,3.894367
"ARR | MLFlow project run failure, no logs available | 2203230050002013",11.294563,1.6305486
5829038454671229 - 10280a44-7716-4c2a-8238-1b1796d4fde3 - 2205060040004996,3.1929646,3.837703
User unable to log in,9.9420595,5.11788
Backend service unavailable - Unable to see list of clusters,13.271721,1.1960338
feature request(db connect using secret scopes) Case,10.180399,3.0073454
2205060010001700 | Job Failure,11.62392,-2.0059426
AutoLoader Performance Issues,10.204594,1.4773182
2204110040000576 | Private Endpoint,-0.31125405,2.4841237
Admin Account Console SSO,9.533954,5.4694138
2204220010000657 | Cluster CRUD,13.025553,0.87498605
follow-up for SF # 00143521,5.143854,3.461512
2205060040003376,-0.83436984,2.7962952
2204220010000657 | Cluster startup,13.068953,0.7780662
ARR Customer Cummins - Not able to run Scala scripts on 10.4 LTS,9.807,0.6798267
2205050030001596_Need assistance to recover MICROSOFT.DATABRICKS/WORKSPACES/DBWORKSPACES deleted at 4/29,11.521414,4.667403
Py4JJavaError: An error occurred while calling o69119.collectToPython,9.529478,0.9235809
Follow up of  (00141972)Significant performance degradation when upgrating from 9.1 ML LTS to 10.4 ML LTS. 'Process Test Performance,10.618492,1.3119478
Connection pool shut down,10.209311,0.15625417
Data Lake multiple Hourly Job Failures due to Invalid access token error,11.102426,-0.44401443
2205050050001878  notebook to store parquet files executing already for 60 hours.,10.460422,-1.9324408
Clusters not coming up: Unexpected launch failure,14.896146,0.6382287
Unable to delete Private Endpoint connection in AzureDatabricksworkspaces- 220429003000055,8.701889,3.8809962
UI is limited for DBFS,9.600306,2.724145
2205040030001887 | ARR | Job failure due to 'StreamingQueryException: next on empty iterator',11.295407,-0.5140286
Deprecating support for updating regions on Workspaces,11.246377,5.14086
2204010030001987,-0.9477496,2.293928
"Databricks execution failed with error state: InternalError, error message: Library installation failed for library due to infra fault. ",11.525836,2.3644009
Increase input rate for DLT,10.737533,0.7078132
"2205050030000380  When the same notebook runs with job cluster, it is not able to parse a particular xml block and returns NULL instead",11.188148,-0.1328797
Unable to start cluster,14.799989,1.1246086
Spark driver fails on write operation on Azure Synapse and failure in Azure Synapse connection to ADLS2 account,8.117084,3.8732815
FOLLOUP | ARR | 2204250060001035 | Error with union command saying object of type 'NoneType' has no len() only in DBR 9.1 LTS,9.658688,1.2018542
cluster,14.125351,1.6489028
"Jobs failing with ""Unexpected failure while waiting for the cluster""",13.055771,-0.8299248
2205050010000980_notebook is taking longer time,10.458289,-2.2912555
Random issue running a query in Databricks,10.172733,2.2287617
Databricks doesn't use external metastore,12.776787,4.536404
Unable to read table using spark sql,9.318295,-0.13111182
java.util.NoSuchElementException ,9.037922,1.681204
[ARR] [Sev B] SR-2204180030001121  query is running since 6 hours,8.5726,0.4473526
"Job failed intermittently with ""java.lang.ClassNotFoundException: com.crealytics.spark.excel.DefaultSource""",10.337073,-0.4335037
2202110030000509,-1.1300209,2.3817604
2205060030000527 ,-1.4876208,2.6208837
one node in a bad status,14.167514,0.44236928
Getting 504 timeout error when using API to get list of groups/users,12.307877,1.4718413
Pycrypto installation failed using init script,9.214333,-0.9624076
aws instances running non stop,9.108138,3.5063698
Error in delta table merge from SQL Endpoint,7.05677,1.0750325
2205050030000380,-1.5610523,2.4220624
Unable to read table using spark sql,9.301977,-0.12808642
Caused by: org.rocksdb.RocksDBException: block checksum mismatch ,8.329395,2.3276396
2205060040000451,-0.95654994,2.734669
[ARR][Job Aborted due to Stage Failure],11.793709,-1.5388349
Failed to open Delta Live Tables Pipeline page.UI related issue.(Continuation  of 00143631),7.1442666,1.2569356
[ARR] [Sev B] SR-2205050010002241 java.lang.OutOfMemoryError: GC overhead limit exceeded,9.098266,1.5544626
Databricks Job failures and hanging with no metrics/logs,12.653341,2.8482645
JDBC query connection issue,7.7087536,1.8427533
[2205050050000182][Unable to download adal library],9.007224,-1.0934088
Databricks SQL Error,7.027018,0.07712997
4681 - ARR - American Airlines - Cluster getting bogged by GC,12.431024,0.27269503
POST and GET API calls for the custom entity xomuog_well are experiencing long latency issues. The API calls are originating from Microsoft Azure Databricks.  The databricks jobs that used to run in 20 minutes is now taking 18 hours,11.0305195,0.9140751
Discrepancy in output of same SQL query when run in notebook against in DBSQL editor,8.003986,0.38171223
"First redirect to Help Center does not work, Second does",10.389096,3.8171299
Terraform utilize generated token,11.252901,4.2712426
Clusters in all environments failing with,14.227094,1.3554928
8254154577522778 - 6c05363f-2a16-4591-8cf7-5da1b8247e46 - 2205050040007471,2.9138558,3.9149148
Increase pinned cluster limit to 300,13.233042,1.2400221
"Driver shut down ,while XGBOOST training",12.0451565,0.5260211
ARR | 2204270030002047 - [Needs IST Support] Resource accidental deletion,9.395384,2.9236224
External hive metastore failing,12.869846,5.420426
Access S3 bucket in different accounts,9.074727,3.3044865
ARR | 2204290030001039 - we are not able find log who deleted the databricks cluster,12.570128,1.3417895
Jobs can't be scheduled on the 30th or 31st of the month,12.603874,-1.3777896
4681 - g - ARR - American Airlines - Cluster not shutting down as expected,12.503503,0.2035842
Hanging notebook. This is related to CASE NUMBER # 00144460,10.358446,-2.1522548
7348 - g - ARR - H&R Block - Job failure,11.605294,-1.19936
POST and GET API calls for the custom entity xomuog_well are experiencing long latency issues. The API calls are originating from Microsoft Azure Databricks.  The databricks jobs that used to run in 20 minutes is now taking 18 hours.,11.036128,0.90287584
Cluster not getting terminated even when job is getting completed,13.555571,-0.5428774
Clusters failing with internal Failures,14.211828,1.3585303
4310827714638474 - 934970a2-fedc-42dd-9240-1793428f4211 - 2205050040006329,3.1652417,3.8361876
Notification not able to be disabled on status website,10.6683855,3.921811
Power BI connector not working,8.968054,2.773135
Launch cluster failed on TEST environment ,14.969648,0.571286
Access deleted cluster configuration,14.521562,0.9717828
All jobs in dx2 shard fail as Cancelled,11.392771,-0.38396293
<<need EMEA engineer>>  missing MLflow Model Run,11.331323,1.6808728
User unable to validate git credentials,7.5003405,3.7136045
7325620703232380 - 3377047f-02a8-4316-91eb-99afd67a0352 - 2205030040006573,3.1184318,3.8663352
Repos Tab not Opening,7.0919333,3.7664142
Ambiguous columns in join operation,7.721735,0.7891537
Issue with length of Job ID,11.874842,-0.63811386
Scala not working,9.721477,0.9349512
ARR - AT&T - 2204290040002695 - Databricks job failing with sockettimeout error,11.058796,2.4693003
2205030040007110,-1.3080947,2.7217596
ARR |  gc allocation failure | ,9.196681,1.4387356
ARR Customer: UniParks - Databricks to storage/Synapse connection issue,9.700237,2.9232635
Production ETL job failing due to Connection refused error,11.526402,-0.7278041
Databricks SQL Endpoint Access/Permissions issue,7.3006096,0.10131641
Cluster lost at least one node. Reason: Communication lost,14.20624,0.5283633
Job failing with with 'spark cluster stopped unexpectedly' error,10.45646,-0.32734433
Error while running the existing prod app on 10.4 cluster while its running fine with 6.4,12.398402,1.0421575
pre-populated list is not available in Data Explorer,8.268368,1.0098873
Serving a Keras Model with Custom Loss,10.657992,1.376629
2205050050000703 Cx cannot clone and move a folder in workspace using UI,11.171859,4.755089
customer interested in consultancy services,6.8835955,3.0947726
PowerBI to Databricks connections,10.482987,3.2625475
Cluster bootstrap timeout,14.645079,-0.21168967
Concurrent update failure to Delta,7.1171193,1.4016774
ARR | issues with library importing | 2205020050000332,8.950835,-1.2075874
Autoloader cloudfiles events by creation timestamp,9.302825,2.7846508
330372711545732 access,-0.59991467,2.248213
Google Kubernetes Error,9.617883,2.1139135
ARR | 2204280040001718 | Cluster node are getting lost | JNJ,12.836605,0.9989224
Failed to find data source: tahoe.,8.750035,-0.4706463
ARR | 2204260030001644 | Grant access control to mount point,8.689464,3.2324824
Notebooks are taking more time to complete than average time,10.47696,-2.2679634
Please enable dbutils.secrets.get,10.094998,3.1821837
please help to confirm Job notification(alert) feature was deploy in Azure China,8.618023,4.0103297
2205050030000380,-1.4756336,2.5046341
worker cannot be registered to the driver,11.520897,0.40153247
Cluster (10.4) shuts off randomly,13.469559,0.86763084
Not able to export users' notebooks in this workspace,11.01856,4.968257
Connectivity issue with AWS MSK cluster from AWS Databricks,9.545499,3.5599966
many jobs on the Scheduled Jobs cluster failing at the very beginning with 'Canceled' messaged,12.787988,-0.9724003
CSS-ARR-SFMC-2203170040001201-ADB Cluster Hung Issue,7.4128394,4.363787
org.apache.spark.SparkException: Unable to fetch tables of db edl_dev_pd_publish,9.812866,-0.030786725
The training process is idle ,11.162009,0.990911
[ARR] [Sev B] SR-2205040030001061 DataframeReadError (Reason: worker lost),11.367217,0.3414192
Follow up of- 00140935,5.1222095,3.4765515
Discuss cluster detailed for a sepcific use-case,13.446343,1.4764341
char/varchar type length limitation after upgrading to 10.5 runtime,8.784816,1.1803688
2204180040002686,-0.8820871,1.902124
AWS credentials authenticating error after upgrading to 10.5 runtime,9.152964,3.5033863
 Deprecated Cluster Runtime 6.4 unable to hit API'S,12.389991,1.4022326
Launch Cluster Failure on PRD,14.899924,0.4565297
[ARR] [Sev C] SR-2204110030000414 RCA  continue to 00141951  cannot evaluate expression current_timestamp() ,8.391879,1.4500974
Databricks Issue,12.063147,3.7036269
FOLLOUP | ARR | 2205040030000589 | Metastore connection failure,12.8942175,5.058917
follow-up of SF # 00140194,5.1475267,3.4311147
Case sensitivity difference in version 10.4 and 9.1,6.1896315,3.3171024
iPython version issue,9.472194,-0.94170076
2204150040004935 no package error despite package is intalled,8.968982,-1.091667
Unable to connect to Azure SQL DB,8.0998535,4.034001
"Share models across workspaces implementation giving ""403' error",11.183602,4.995196
"User or User Group Access Granted to All Scopes, All Jobs, and All Notebooks",10.175645,3.9371977
 2204040040006958 ,-0.5085667,2.5016892
Job failure in Databricks production due to import statement not found,12.50431,2.9557135
cant see clone folder option,9.962368,3.2292528
"Patient 360 - Production Job failure due to exception ""IllegalArgumentException""",11.005719,-0.4913096
2204040040006958  Cluster not able to run python notebook cell and struck for 65 hours holding cluster resources,13.265603,0.76062244
"Job failure due to exception ""IllegalArgumentException""",10.958317,-0.5473025
Vulnerability report shows a few issues,10.274882,2.416967
Azure deployment in violation of the Microsoft Online Services Acceptable Use Policy,8.277193,3.9673288
Unable to use Grant SQL cmd.,7.9110613,0.34292096
Multiple Library installation failure on prod cluster,13.3287525,0.36871487
Unable to connect to Azure SQL DB- Saved,8.144883,4.0522118
Databricks cluster startup,13.283646,2.3015409
AirCanada - workspace ,11.330076,5.2263703
GENIE ACCESS,-0.26867405,1.9076725
 POST and GET API calls for the custom entity xomuog_well are experiencing long latency issues. The API calls are originating from Microsoft Azure Databricks.  The databricks jobs that used to run in 20 minutes is now taking 18 hours,10.974834,0.8981858
Disable 'Create AutoML Experiment' Feature,7.9189196,-1.5807867
ARR Customer: Deloitte - Unable to Access Databricks Cluster ,12.30325,1.8395183
 Query using odbc is getting stuck,8.114589,-0.58531773
Queries running for a long time after adding spark config,10.025513,-0.08553392
Job Failure,12.970212,-2.2234216
Workspace Job Limit,11.4171715,4.935521
User is getting failure message in a legacy shard when connecting to the metastore.,12.71263,5.0137095
Job is running slower than usual and is failing with time out,12.407281,-1.1722325
Editing clusters throwing errors,13.620081,1.2553446
"Enable ""Files in Repo""",7.135864,3.7478886
S3 Access Issues since Monday ,8.9299345,2.9034345
init script not getting installed while cluster creation using api,13.863059,-0.42241058
_apply tables are appearing in target  metadata database;,7.91506,0.7899433
describe schema EXTENDED shows root as owner after changing the owner,9.96138,4.116712
Error encounter in DLT pipeline while drop and recreate ,10.917476,0.4596403
SQL Endpoints not Starting,7.222277,-0.68573844
Notebook not connecting to pipeline,11.240306,0.29151934
Regex for spark version in cluster policy doesn't work as expected,10.241919,0.12312521
Identity Column is generating Duplicates,7.6563587,0.95298105
"ARR - SQL using a CTE that runs fine in Databricks Runtime 9.1 LTS Photon, but gives an error in 10.4 LTS Photon",10.433311,0.6063196
ARR - Ganglia metrics not loading in Linux machine,11.603327,1.2022518
Read csv/zip files from Github,9.257355,1.7295767
Production Databricks Cluster Fails to Re-start,13.184723,2.3392823
Spark Job taking long hours to complete processing,10.378995,-0.9435217
sending logs from databricks to AppInsights is not working,11.326369,2.7765517
Recommended way to deploy interactive dashboards,10.694025,2.2676702
broadcast the table that is larger than 8GB: 25 GB,8.612446,2.3268757
ARR Customer CIBCPTE - Azure SQL Procedure Execution in Databricks Notebook Failing ,8.199559,3.8320696
2205040030001055 |  ARR | Adobe ,6.883682,2.8390706
Follow up of Sf ticket 00143272,18.72861,-4.978622
limitations to replace our hive metastore with AWS Glue catalog,12.868455,5.436866
Getting access denied when running job in R studio,10.83937,0.046856117
InvariantViolationException: Exceeds char/varchar type length limitation when try to create table,8.796501,1.2243669
Getting Error while creating Partition for table. ,7.2234197,0.86203
Follow up on case 00143345 | ARR SR# 2203040030000703,6.5318866,3.0725505
Retrieve instance metadata IP address not working,9.358123,4.179207
2205040030000342 | ARR | Unilever,6.7469826,3.0062993
2205040030000342,-1.2139469,2.2054884
CSS-ARR-SR#2205040030000589-Jobs failing due to TCP/IP connection error,11.135974,-0.037636146
"NBA: Job failed for intermediate pipeline due to ""UnknownHostException"" exception in Databricks",10.91558,0.16673136
ARR | Databricks job running slow | 2205030040003955 ,12.067196,2.380586
Access Azure Synapse from Azure Databricks with SQLDW spark connector,8.102606,3.983503
Issues with Delta Live APPLY CHANGES INTO,6.429502,1.164192
Keep data table up to data,7.6557083,0.7051088
Understanding on any impacts of enabling EBS SSD GP3,9.440352,3.3095257
2205040030000641 | Production jobs are aborted | Air Canada,11.543048,-1.1961753
Docker image pull failure ECR,12.142574,1.783504
Questions on the SCIM,7.247648,3.0291567
Problem with columns from autoloader reading,9.859757,1.4127542
UDF-based External Function not support on SQL Endpoints,9.338119,1.9466684
[ARR][AirCanada],7.331994,2.470281
Job failure,12.9652195,-2.2254214
Cluster is in terminated state and not available to receive jobs,13.415185,-0.6083813
feature request(db connect using secret scopes)  Case,10.182821,3.0615308
Query profile is empty,8.167316,0.17762479
changing default timestamp for hive tables and databricks workspace to CET,11.017253,3.7536309
2205040030000575 ,-0.95543355,2.6845286
User-specified schema incompatible with the schema  inferred from its query,8.121615,1.278296
2205040030000361 ,-0.9836686,2.707734
[ARR] [Sev C] SR-2204110030000414 conf file is not read from global init script,9.065695,1.1771941
query failing,8.089806,-0.045819324
DESC query failing with AmazonS3Exception,9.152276,1.9379522
Databricks: issue with Simba JDBC connector,8.1772785,1.8428929
Cluster Terminated. Reason: Azure VM Extension failure,8.063945,4.6719837
CreateExternalLocation owner error,8.992053,1.8628783
Scheduled Dashboard not sending email after refreshing,10.92793,4.151086
User is not able to query RedShift data,9.714922,0.7577049
Clusters terminates on startup and init script execution because of missing libssl.so,13.851936,-0.36389688
Error downloading dbc archive,8.838375,0.20743847
Synapse Pipelines Failing,7.94375,2.0350664
7451881325335682 - 55bde1f0-8591-432c-a37f-5c1bdff8c2f8 - 2204280040000761,2.9758477,3.950363
ARR | Spark DataFrame Checkpoints under Table ACL - continuation of 00142979 - 2204200040005509,9.911072,0.41665813
Long running jobs workspace request,11.551443,4.8185034
Commands run very ,11.913815,-0.35385036
Restoring a recently-deleted cluster,14.494512,0.97343343
Unable to access the Details Page of the Jobs runs,11.649726,-0.79061425
2203170040008511,-0.92602885,2.512353
1083652405284390 - 42c0910c-ba8d-4218-96f2-e8bbcfdb8dc0 - 2205030040005851,3.1380262,3.828969
GPU Cluster Terminated - GCP Resource Stockout,13.0095215,1.6487718
Can not access https URL from databricks workspace (privatelink),10.093435,3.8180547
Error: cannot read grants: got empty permissions list,8.945541,1.8982416
Error adding member to group,10.19176,3.5230622
6706 - ARR - AT&T - No new databricks secret scopes can be created by users. Max limit(100) on the workspace already reached. Can we please increase this limit.,9.942215,2.6083298
Databricks E2 Privatelink Endpoints - Pending Acceptance,10.230254,3.5589328
Terraform High Concurrency Cluster with Table ACL's on,12.168095,1.1532845
SQL endpoint error when running the same query in dashboard,7.4101267,-0.49344996
Cluster upgraded from 9.1 LTS to 10.4 and Code throwing an error on bit filter,12.929664,1.4066309
Unable to use pretrained models in Spark-NLP,10.029446,0.13070625
Cluster starting with an deregistered instance profile,13.74343,1.3980492
error message on main dbx dashboard,8.559704,0.29792893
Install requirements.txt libs using Jobs 2.1 API,9.214687,-0.65062153
JDBC Connectivity from Tableau,8.023936,2.028235
extension on trial,9.31083,1.6756839
Can't create jobs with ACL,11.520899,-0.531675
Issue connecting to Databricks non-prod environment via webUI,10.621515,2.9958074
Issue with FeatureStoreClient Python API when working with a string type Primary Key,9.697264,1.4377111
Could you please help understand the reason while is stuck,11.016549,0.94432795
databricks job running slower than expected,12.3856945,2.7707152
Log delivery configuration using Terraform ,11.359393,4.1178
Rename workspace ,11.239263,5.2376776
ARR - Sev A - Cluster terminated.Reason:Azure Vm Extension Failure,8.105155,4.541671
ARR Customer CIBCPTE - Stored SQL Procedure Not working,7.9599776,0.49444658
Adding Users through Okta Resets Group Entitlements,10.058333,4.0270767
Jobs stuck in SQL Endpoint,7.302268,-0.6293581
Use YOLOV5 on Databricks,11.296341,2.7008379
Transaction Log Integrity Check Failure,11.111758,-0.6397925
"Getting error ""Shuffle partition number too small"" when converting from 7.3 to 9.1 LTS",8.628738,0.9908824
2204250040007007,-0.8601636,2.6985288
Cluster lost at least one node. Reason: Communication lost,14.17373,0.52826196
Support access,9.787537,3.75739
ARR American Airlines - Customer requests assisance removing duplicates in Delta Table.,7.1249537,1.4625343
Requesting guidance on Token Rotation mechanism,10.855587,4.0846295
Open a New Tab from Recents,8.496667,0.7616757
Read from Snowflake - Job aborted due to stage failure,11.7418375,-1.4863808
Read JSON/CSV files  from a Bitbucket repository that is directly connected to Databricks.,9.609194,1.9651797
Permission error while accessing files in the REPO,7.1643276,3.7404418
2204210060006686,-0.64468,2.3710043
ARR | delta table question | 2204220050000908,6.9019794,1.5861012
Error connecting to Trino JDBC,7.633453,1.8499066
" I got stuck to an error in data bricks , the error is ' Command result size exceeds limit: Exceeded 20971520 bytes (current = 20972463)'",8.360095,2.3945837
Workspace network configuration Warning,11.044414,5.10455
Unable to login from MacBook Pro,9.894449,5.088963
changing default timestamp for hive tables and databricks workspace to CET,11.03515,3.724284
changing default timestamp for hive tables and databricks workspace to CET,11.02964,3.762582
ADF,7.941054,3.213479
2204260030001439001,-1.3895931,2.663621
ARR 2204110050002238  - Not able to connect to Databricks CLI using AAD token,9.378752,2.8970602
2204260030001439002 ,-1.3623306,2.6535387
Databricks CLI does not accept PAT to authenticate,10.379481,3.166194
Issue with databricks training set,12.046485,3.7469633
Duplicates when writing from Delta Live Table function,6.922935,1.1036416
Random issue running a query in Databricks,10.140523,2.21736
"Facing ""PERMISSION_DENIED"" error while configuring audit log delivery",11.2916155,3.7926445
Migrate Instance profile from Databricks E1 to E2 in same AWS account,9.533366,3.477817
Databricks - Cluster Upgrade with gdal,12.787917,1.988894
 Cannot control job creation access.,12.631013,-1.3628358
Follow up case 00142110,6.10766,3.3713148
Question on DLT charge,10.772801,0.66034496
Follow up of 00141502,5.120344,3.46766
SQLEndpoint creating nodes more than active,7.7379637,0.5193335
Resource /subscriptions/a7bdf2e3-b855-4dda-ac93-047ff722cbbd/resourceGroups/DATABRICKS-RG-ODSDATABRICKS-LTBCKEX5EBCQW/providers/Microsoft.Network/networkInterfaces/AC576E96C57F4F5E908521AFA4000EA3-PRIVATENIC not found,9.998639,2.4943128
Does the version of databricks runtime must no less than the docker base version for it to run?,11.715484,2.3318102
L2 Align XPO PD Monthly dag failure -Photon ran out of memory ,10.536329,0.6303238
Job Failure due to skewed data in prod,12.920863,-0.92259216
Failed to import git on cluster with docker image and ML Flow,11.977275,1.6993906
Huge Lag in performance in Notebook Navigation,10.469406,-2.228864
Facing issue with table metadata ,7.5722485,0.7795461
Error al cargar tablas en el cluster,12.442694,1.1676404
Partition option preventing data insertion,8.0614395,1.3119833
numpy failed to import in notebook,9.935421,1.2555697
update CMK for Managed Services and Storage for workspace ml-sandbox,10.95621,4.1758246
Update CMK for Managed Services and Storage for ml-us-dev workspace,10.931405,4.1087456
All-Purpose Cluster Is taking very long to Terminate,13.880916,0.7051111
Training Access for LTK Employees,11.660929,-0.093711555
Delete old Non-E2 account,9.988011,4.758684
1920 - g - ARR - AmericanAirlines - Job failure,11.732039,-1.133587
Accounts API Create Workspace call fails every time in new OEM Databricks account,10.947903,4.6269107
Add IP to allow list,9.225412,4.570051
Email Databricks Dashboard has Empty Content,10.8929205,3.904797
"Sometimes, queries use Photon runtime run slower than one without Photon  ",10.524425,0.74469686
Databricks cluster startup - 2204250010002422,13.128333,2.2188928
Library,8.802563,-1.3567327
SQL access,7.383977,0.30000988
User accounts went missing - now are corrupt?,9.948358,4.8790364
Geni Access Request,7.234668,5.6949077
2205020040005060,-0.914712,2.7236621
Possible bug in JDBC driver,7.9101872,1.8697449
cifs_utils / mounting windows network file share fails,9.03228,3.3527603
Overwatch Cost Report ,11.499749,3.460836
Delta Live Tables with Autoloader,6.3817635,1.100161
 production workspace folders are missing in buckets when comparing to POC workspace,11.121793,4.627865
Databricks Upgrade v3.55,11.601519,2.5679703
too much delay between two micro batches,10.610156,1.035083
Databricks clusters with DBR 7.3 are not connecting to the external metastore,12.692915,2.3520339
File corruption when saving to s3,9.0089035,2.8182068
Migration from  DB 7.3 LTS and 9.1 LTS and Performance issue.,9.221245,0.6894865
Clarification on Databricks Managed Service Encryption & Access,10.01361,3.2441344
RDS error on control plane,8.556359,1.9370666
Pfizer - Databricks overwatch Cost metrics,11.525174,2.509816
Need Help with Seperate work Spaces in the same accout?,12.046634,-0.6586965
Follow up of ticket (00138914),18.584929,-4.8333106
Information Security - AWS Account 414351767826,9.225277,3.4916658
Streaming data processing getting stuck after few hours,10.540942,0.15484115
ARR | 2204280040006201 | reading data from snowflake connection ,9.326908,2.575514
Metastore access issues.,13.159171,5.0791945
 Unable to create empty delta tables in the ADLS stoarage,6.5598993,1.2577683
abhilash-dp90,7.1539116,2.6335764
2205020030000861,-0.97984725,1.9400625
Unable to create empty delta tables in the ADLS stoarage,6.5248575,1.2045383
Unable to create empty delta tables in the ADLS stoarage,6.5364985,1.2606117
2205020030000110  | Production jobs are failing with Argument not found error  |  AholdDelhaize.com,11.536882,-1.1369562
load data from infludb in delta : looking for examples/advices,7.5050473,1.3169402
Spark Job not progressing.,10.304663,-0.9427206
ARR | T-Mobile USA | Reading to df got stuck | SR: 2205020040000453 ,7.4366636,2.2704923
Cluster startup takes more than 10mins,14.161512,0.86234015
ARR | 2204280030000731 - Delta lake ingestion from spark structured streaming is taking more time,10.129308,0.9444751
Faced [adb-dp-8081006549057212.12.azuredatabricks.net refused to connect] on Ganglia tabs except  [Main] table,8.640628,2.0556684
Databricks Latency ,12.002251,3.534711
infer or extract columns from file path while using auto loader,9.825113,1.3852608
"The DevOps pipeline for databricks is failing. Hence, we need advise regarding this issue.",11.045631,2.5495484
Please help to get the VM service log for a succssful run.,10.573198,1.6808327
 Unable to create empty delta tables in the ADLS stoarage,6.58042,1.2629017
2204280040001718,-0.89745265,2.6986663
json files without line delimiter,9.133588,0.8983644
Autoloader task getting stuck for 50 hours ,10.514389,1.4032675
Follow Up SF 00143076,5.1663537,3.4449387
ARR |  T-Mobile USA | Job stuck at CREATE DF | SR: 2205020040000453 ,11.741182,-0.41460025
[ARR][Safeway][No Such Element],9.041678,1.4461054
"Issues while switching to 10.4 LTS Photon enabled cluster, inserting unidentified charachters in delta tables.",10.601766,0.82315433
IP Allowlist for `atlassian` workspace,9.31733,4.4915075
Databricks: OutOfMemory Error,12.001773,3.627851
[ARR] [Sev B] SR-2204080030001854 ExecutorLostFailure (executor 15 exited caused by one of the running tasks) Reason: Executor heartbeat timed out after 157195 ms,10.920809,0.22947419
2205020030000110,-1.2956214,2.52731
geine 2204080030001854,3.165031,3.8795571
Jobs time out (follow up 00138978),12.319386,-1.1414666
How to connect to SFTP site from Azure Databricks,8.5902195,3.9262607
ARR | 2204220060001879 | ,6.816574,2.890754
Job is running from long time,12.468097,-1.2843776
DESCRIBE HISTORY issues,10.668294,1.7535561
ARR - Sev A - Databricks notebook is stuck ,11.965354,3.140673
2204290030000540,-1.3450103,2.704507
Gnie,7.265457,5.6357827
2787931338254557 - 135d2085-e95f-4550-b69c-4b5ec0c17f9a - 2204300010000278,3.034016,3.9120033
Job status view is broken,11.82155,-2.0244598
2204220060002557 - Databricks Notebook taking longer time moveing the data from ADLS to ADLS,11.379314,1.1134468
[ARR][Molina Healthcare][2204270040005587 ] In SQL endpoint  table created with distinct  and group by are not resulting into records,7.889655,0.55058575
Lock Delta tables and give SELECT on DYNAMIC VIEWS,8.339454,1.01019
"After updating Cluster policy Spark environment variable, not able to update existing job",12.670896,0.07759492
7441 - g - ARR - UHG - notebook failure,10.473228,-2.0349646
